ID,Target
ID_ANHQMY,Esika na komi awa nazomona eza pembeni ya balabala na balabala yango naomona ba mituka ba mituka ndenge na ndenge na moni koza ba mituka mibale ya moke ya ba voiture eza langi ya vert epi pembeni na yango na moni koza camion moko ya pembe ya carossirie ya bleu a vrema liboso na yango na moni mpe koza mwa ndako moko ya etage ya kitoko molakwa monene.
ID_ANZHBV,Bilenge mibali ya mibale ba zali bongo kobunda ba zali bongo bato ya ndembo oyo ba betanaka makofi ndembo na bango ezali ya kobunda na ba makofi.
ID_AOHRVC,Awa nazomona liboso na ngai mwana mwasi atelemi kitoko bauti kobongisa ye suki na kati ya salon de coiffure.
ID_AORESO,Awa nazomona bana basi misato eza neti oyo mwasi ya katikati nde mama na bango bao mibale baza bana na ye bakangi bango pe suki ya meshe ya kitoko baza basi kitoko na mama na bango.
ID_ARBIRT,E awa na moni ba lakisi biso mwa lipapa ya jaune ya kozuluka na moni eza lipapa oyo ya bana mibali ba tiango na se na kati ya ndako.
ID_ARHAXW,Awa nazomona emballage ya kisi eza na kisi na kati kasi kisi yango eyebani te soki pe ebikisaka maladi nini nayebi te.
ID_ARVDNP,Foto elakisi biso mwa loboko esimbi mwa kisi kisi oyo eza kisi ya kitoko kisi oyo ebumbaka mwa nyama oyo ezalaka na libumu ya bato oyo epengaka bato ba beli na mwa libumu pe ba yoki mpasi kisi oyo ekumbona yango pentanazole oyo ezalaka makasi na yango.
ID_ASBDUP,Loko nazali komona nazali komona milangi mibale to misatu azali milangi ya ekoki kozala ya ba fruit ekoki kozala ya ba fruit mpona azali komona na molangi moko ba desinaki anana ekoki kozala molangi ba jus ya fruit ba jus ya anana.
ID_ASIPKU,Camion eza na kati ya wenze elingi konyata biloko na se camion eza na kati ya wenze tomoni bato baza na kati ya wenze oyo camion eza koleka na kati ya wenze.
ID_ATIDGP,"Kapuka kasiri kunyatsooneka kumashure kwacho. Kapuka kacho kane ruvara rwegirini. Makumbo maviri ari kuoneka, matete asi ane zvekubatira kumberi. Panewo kamwe kakada kuita kunge kauswa kakareba kane ruvara rutema kakakwira mudenga kachibva pachipuka chacho."
ID_ATIYKD,"Na elili oyo ba zali ko lakisa biso tomoni ezali bongo na kati ya ndako, soki na lobi na kati ya ndako po na se tomoni ba tandi tapis likolo ya tapis yango tomoni lokolo ya sapato moko ya ba ndeko mibali."
ID_ATTFDF,Boye kasi nde nazomona liboso na ngai eza na ba bwati moko boye ba bwati yango eza en plastique kasi nazomona eza na langi moko ya mosaka mosusu pe eza na langi ya bozinga boye kasi nazomona eza na ba langi mosusu ya lilala pe na langi moko ya pondu.
ID_AVMULW,Motuka ya kitoko ya mwindo mpona bakonzi to pe libota.
ID_AWJYKX,Awa na moni tata moko alati kitoko aza na suki ya pembe aza na kati ya ndako bazo solola makambo ya politike.
ID_AYAUMX,Midziyo yekubatanidza mapepa inodanwa nezita rekuti sitepura yakasiyana siyana imwe ihombe imwe mudiki pamuhombe pane une ruvara rutema iri nechekumusoro koita dzidiki dzine mavara machena koita imwe ine ruvara ruchena yoita ruvara rutema nechepamusoro.
ID_AYEGYT,Michero yakatemwa kubva mumuti ikaunganidzwa. Ine ruvara rwakaita rutsvuku uye imwe yakada kuita sepepuru. Yakawanda iri pasi ipapo. Imwe yacho ine tutanda twakabatira pairi tuchiri girini. Michero inodyiwa nevanhu nekuti inobatsira kusimbisa muviri yavo zvekuti kana vazorwara havanetseki kukurumidza kupora.
ID_AYRYPF,Liboso na nga awa nazokomona sapato moko sapato yango eza ya gris batie yango na likolo ya kitambala moko ya bozenga.
ID_AYSLAJ,Nzvimbo inoitwa zvekubika bika pane nyama yakawanda iyo iri kugochwa pamazimbe ayo ane murazvu unoonekera kubva mumasimbi.
ID_BBQWLS,Elili eza liboso na ngai na moni mwa voatile ya kitoko etelemi pe eza na se ya nzete moko ya kitoko na balabala pe na moni motuka mosusu ezotambola ya moindo.
ID_BBUQAC,Mureza une ruvara rwebhuruu. Une chiratidzo chiri kuruboshwe kwawo nechekumusoro chine ruvara rutsvuku uye ruchena. Zvakare kurudyi kuri nechekuzasi kune nyeredzi dzine ruvara ruchena.
ID_BCOIMC,Michina miviri inoshandiswa nevanoita zvekugadzira magetsi uye zvepadivi pacho pane michina ine tambo inoshandiswa pamwe chete nemimwe michina iripo.
ID_BDLDQK,Vatambi vebhora vakamira munhandare vakapfeka hanzu dzakafanana neshangu mumakumbo avo vakamira vakatarisa zvichiratidza kuti vari kutorwa mapikicha zvakare vari kuimba nziyo yekusimudza mureza wenyika yavo.
ID_BEAXGU,Muti wakanyatso kupfumvutira une mashizha akasvibira uyezve unoratidza kuti une mumvuri wakanaka. Muti uyu une mapazi akawandisa.
ID_BEBWRK,Tsangamidzi yakagadzikwa patafura yakachekwa mapisi chimwe chidimbu chakasiiwa chakadaro. Inogona kudyiwa yakadaro kana kuita zvekubikwa.
ID_BHMOUC,Awa bolakisi biso photo oyo bana misato bazo seka moko amonani te mibale bazo seka.
ID_BMAMTU,Shangu imwe chete yemunhukadzi yekurutivi rweruboshwe. Yakavhurika. Ine pekukochekera. Ine zvitambo. Ine ruvara rwebhurawuni pamusoro nepingi kumativi.
ID_BMRJMV,Likolo ya mesa eza na eloko oyo bana-kelasi ba salisaka yango eza neti libende libende yango eza na langi ya bozinga esalisaka bana-kelasi mpona kosalisa yango na kelasi na bango.
ID_BNABME,Na bilili oyo nali komona ba lakisi nga awa eza sapato moko ya bana basi batie likolo ya mesa sapato oyo eza na ba langi mibale ya motani pe ya mosaka.
ID_BNBXHO,Vana vaviri vari kuratidzwa mumufananidzo uyu vari kuita sevari kuda kutenga zvinhu pamusika. Vana ava vakapfeka nhumbi dzechikoro uyezve vana ava vakabereka mabhegi emabhuku. Mutengesi ari pamusika uyu akagara pachigubhu cheyero.
ID_BNWLVQ,Tomoni papa na bana na ye aza kokata mwana na ye suki pembeni na bango eza bana mibale baza kosakana toza komona kuna mosika baza neti baza na pisine.
ID_BNYYWA,Sheneti ya kingo na ya loboko ya wolo.
ID_BODVLJ,Awa na moni eza na bana mibali moko oyo ba telemi liboso ya stade na moni pe eza na ba misusu oyo ba fukami na moni eza bana mibali oyo ba betaka ndembo ya maboko.
ID_BOVFVV,Na bilili oyo nali komona ba lakisi nga eza ba tomate oyo ba kati yango pe esi ebeli te eza kaka na ba langi ya pondu na kati na moni ba langi ya pembe.
ID_BPMRMX,Zvuma zviri mukati mechitoro zvakaitwa maputu maputu. Zvimwe zvine ruvara rweyero zvimwe zvine ruvara ruchena neruvara rutsvuku neruvara rweyero uyezve nezvimwe zvine ruvara rwepepuru neruvara rwebhuruu.
ID_BQTUGO,Bhatafurayi rakamhara pasi. Rinoratidza kuti rine mavara mavara. Nechekumusoro kwemapapiro aro rinoratidza kuti rine ruvara rutema yobva yaita ruvara ruchena. Nechemuzasi tichienda kumutumbi rinoratidza kuti rine ruvara rutsvuku. Kumutumbi waro rinoratidza kuti rine mavara machena nemavara matsvuku.
ID_BRLAKJ,Awa ezali lisanga ya bakonzi ezali na reunion ekosolola makambo ya mboka.
ID_BRRHVM,Esika tokomi awa ba ndeko eza na kati ya bala bala na bala bala oyo na moni eza mwa motuka motuka ya langi ya mayi ya pondu epi libanda ya motuka oyo nazo mona eza mwa mama moko aotekisa ba mikate.
ID_BRZJGE,Mukomana akamira pamberi pechidziro akabata bhachi mumaoko make. Ane shangu dzekufambisa dzitema uye iye akapfeka hembe nhema imwe yakanzi naiki.
ID_BSBTOV,Photo eza liboso na ngai na moni mwa bileyi likolo ya mesa pe na ba mwa sani ya kitoko biloko oyo eza mpenza ya ba ndele oyo na moni eza ba misuni oyo ba salaki yango na kati ya bulete pe na kati ya bulete oyo na moni batie mwa mak pe kuna na moni ba sani mosusu ba salade eza na kati.pe na bamwa kwanga na kati eza kitoko mpenza.
ID_BSCHXE,Liboso na nga na moni mwana mwasi mwana mwasi kitoko ya pembe na loboko na ye na moni azwi oyo ba bengaka na monoko ya poto sac a main alati pantalon ya bozinga na moni ba tongi ye suki na ye malamu ba suki na ye eza na ba langi ya motani nde na moni yango liboso na nga.
ID_BUPBKJ,Loboko esimbi nzeta fufu.
ID_BVLOQR,"Mapushi ane ruvara rwakasiyana runoti yero, rutema nemachena neebhurawuni neekirimu. Uyo anopfekwa nevanhukadzi. Akagadzirwa nemachira pamusoro akasimba."
ID_BVRWJF,Zvuma zvakapfekedzwa pazvidhori zvitema. Zvuma izvi zvakafanana mhando asi zvinozosiyana ruvara. Zvimwe zvuma zvine ruvara rwebhuruu nemavara mavara. Zvimwewo zvuma ndozvine ruvara rweyero nemavara mavara. Zvimwewo zvine ruvara ruchena nemavara mavara.
ID_BVVWIJ,Nzvimbo ine miti uye huswa. Huswa hwacho hauna kunyanya kukura. Hurikuwanika kunze kwerusvingo runodzivirira imba. Huswa hwacho hwakatsvukuruka huri kuita sekuti hauna mvura. Mukati mune miti yakakura. Miti yacho ine ruvara rwegirini.
ID_BVYDAO,Kasora kanokura kachitambarara. Kanowanzotambarara pamusoro pemvura. Kane mashizha akanakisa akada kuita kakutenderera ane ruvara rwegirinhi nemamwe ane ruvara rwakaita kayero.
ID_BWBLLL,Na bilili oyo tozali komona liboso na biso tozali komona bongo ba sabuni soki totali makambo bakomi na ba carton ya ba sabuni yango ezali bongo oyo moto asokosaka yango nzoto.
ID_BYLITH,Muchina wezvinwiwa une zvigaba pamusoro zvegirazi. Mukati mazvo mune zvinwiwa zvakasiyana. Chimwe chine chinwiwa chitsvuku chimwe chinwiwa cheyero.
ID_BZCOAH,Shangu mbiri chena dzakagarana dzine mukati mebhuruu. Pamusoro peshangu pane mabhande maviri.
ID_BZZNTU,"Nhandare yemutambo wekunzana nemasimba kana kuti wetsiva. Mune ruvara rwebhuruu pasi neruvara rwakaita bhurauni. Mune zvigaro zvine ruvara rweyero, rwegirinhi nerutsvuku. Mune maraiti anopfuta pamusoro. Mune vanhu vakagara nevakamira."
ID_CAEBSB,Na liboso na ngai awa naokomona foto ya sapato sapato yango ndenge ezomonana eza na bosoto mingi eza na bosoto mingi pe sapato yango batia yango likolo ya tapi eza ba carote eza ba tapi.
ID_CBBJNH,Vanhu vatatu vari kufamba mumugwagwa unoita seuri mudhorobha. Pavanhu vatatu ava pane vakadzi vaviri nemurume mumwe chete. Murume uyu akapfeka mudhebhe mutema uye hembe tsvuku nekepisi. Madzimai akapfeka hembe nhema.
ID_CBWTCL,Awa nazo komona ba flako ya mafuta ya kopakola eza mine yango moko yango nyonso eza marke moko dexerile eza mafuta ya kopakola.
ID_CCEJUY,Awa na moni liboso na ngai ba lakisi ngai eza bijouterie esika ba tekaka ba bijoux nde yango bao lakisa biso ba chenete na ba groumette bato ba lataka.
ID_CCJUEN,Ringi dzakapfekedzwa mumaoko maviri emunhukadzi. Rumwe ruoko rweruboshwe runoratidza kuti rwakapfekedzwa maringi maviri akandocheneruka anoratidza kuti ndeesirivheri uye rimwe ringi rakapfekedzwa kuchikumwe chekuruoko rwerudyi.
ID_CCMSCC,Motuka oyo eza motuka ba bengaka camion eza motuka oyo e memaka ba biloko e memaka ba zelo e memaka ba mabanga ntango bato bazo tonga ba balabala ntango bato bazo tonga ba ndako mituka oyo nde e memaka ba zelo po bato ba tonga eza na langi ya pembe na ba pneu ya langi ya moyindu na pembeni wana eza na langi ya motane.
ID_CDDYTT,Vatambi vemutambo wetsiva vakamira vachiratidza hunyanzvi hwavo. Havana kupfeka hembe kumusoro. Kuzasi vakapfeka zvikabudura. Vese havana shangu.
ID_CDKWBW,"Mwanasikana akamira akabata amburera yakavhurika. Kutsoka akapfeka mapatapata eruvara rweyero nebhurugwa pfupi. Nechekumusoro akapfeka hembe ine mavara mavara anoverengera yero, ebhuruu nepingi isina maoko. Mumusoro make akarukwa netambo dzeruchena."
ID_CDRINL,Ruoko rwakabata goka nhema yakabatidzwa kuti ipe chaedza murima.
ID_CEHWTB,Motoka minene oyo ekumba essence kasi eza na bala bala eza motoka moko awa pembeni eza na bala bala.
ID_CFSWOV,"Tafura iya ine ruvara rutema yakawaridzwa zvuma zvemuruoko nendarira dzemuruoko dziri kutengeswa uye dzakawanda dzina mavara matsvuku. Mamwe ane ruvara rutema, mamwe ane ruvara ruchena, mamwe ane ruvara rwebhuruu."
ID_CGBLNL,Mukomana akapfeka shangu nhema akamira pamwe chete nebhurukwa dema. Muhuro make mune chuma uye mumaziso make mune magirazi. Kuruoko rwake rweruboshwe kunewo chiringazuva icho chaakatarisa.
ID_CHAYJC,Munhukadzi akarukwa madhiredzi. Madhiredzi aya ane ruvara rwebhurawuni. Akapfeka nhumbi yekumusoro ine ruvara rwekirimu uye ruvara rutema.
ID_CHDRNT,"Liboso na nga na moni mai mai mingi pe na mai wana moni kolona yango eza nzela, nzela ya mabele te pe nzela oyo ba bengaka na monoko ya lopoto eza pon, nde na moni pe na moni ba mituka mingi mituka ya pembe pe mituka ya moindo na bato mingi bazo pe na ba matiti na pene pene na yango."
ID_CIXTAN,Kapuka kadiki kakamhara pasi. Kapuka kacho kakaita senyuchi. Kane musoro wakakura uyewo kane mapapiro. Kapuka kacho kanogona kubhururuka.
ID_CJZEYO,Na bilili oyo ba tieli biso molangi moko liboso na biso soki totali molangi yango ba tie yango na se molangi yango na moni ezali bongo na langi ya pembe na langi pe ya bozinga soki totali malamu molangi oyo eko zala molangi ya malasi.
ID_CJZHQR,Pachiteshi chamabhazi pane makombi maviri akamira ane mavara akasiyana. Parutivi pawo pane bhaziwo rimwe chete rakamira rinoratidza kumberi kwaro kuchena. Nechemberi kune rimwe bhazi rakamira reyero.
ID_CKQPRT,Vanhu vari pakati pedhorobha vakarongerera misika yavo pamakadhibhokisi vakawaridza jira rine ruvara rwebhuruu. Vamwe vakapfeka mabhibhi ane ruvara rwegirinhi.
ID_CLCVQW,Eloko nazomona awa na moni eza obele mama moko boye mama akokola vrema atelemi a liboso na ngai na moni mama yango alati mwa bububu mpenza moko ya kitoko atelemi na kati ya ndako na ye.
ID_CLUUGI,Zvipanera zvakaturikwa kumadziro zvine mizera yakasiyana siyana. Zviri pamusoro zvakasvibirira nekucheneruka. Zviri pazasi zvakasvibirira zvose.
ID_CMWEOJ,Munhurume nemunhukadzi vari kufamba padivi pemugwagwa vari pasi pechiwakwa chiri mudhorobha. Munhurume akapfeka mbatya ine ruvara rwebhuruu nemaoko marefu nebhurukwa riri kuzasi rine ruvara rutema. Munhukadzi akapfeka siketi pfupi inosvika pamabvi akatakura nebhegi rechikadzi.
ID_CNAAPA,Vatambi vebhora vaviri vakamira vachiratidza kuti vagadzirira kutorwa mufananidzo. Mumwe mupfupi mumwe murefu zvakareva nebvudzi rakachekererwa zvakanaka kwazvo.
ID_CNEWVO,Mafuta ya kopakola ya bana.
ID_CNHGQK,Esika bana ba vandi awa na moni eza neti baza na classe na moni bazo koma na kati ya cahier bango nyoso ba lati ba elamba ya classe ba bengaka ba uniforme.
ID_CNMTHU,vanhu vakagara vari kutengesa mbatatisi. Mai vakapfeka zvichena nedhuku rine ruvara ruchena. Pane mbatatisi dzavari kutengesa mirwi nemirwi. Pamberi pane murume ari kufamba zvekare ari kuratidza kuti ari kutsvaga mbatatisi idzi. Kumberi kune vakawanda vari kuuya vari kutsvaga zvekutenga. Uye pane mukomana ane chingoro akamirira vanhu vanotenga mbatatisi kuti agovabatsira kuvaisira mugoro achivapereka.edza kuenda kwavanoda kunokwirira mabhazi.
ID_COIPSP,Vatambi venhabvu vari munhandare yekutambira nhabvu vari vana vechikoro.
ID_COKZFV,Mbudzi mbiri dzakamira. Imwe iri hombe ine nyanga dzakatarisa kumusoro. Nechekumusana ine ruvara ruchena. Kumberi ine ruvara rwemambava akatsvuka. Chimwana chayo chiri pazasi chine ruvara rwakafanana namai asi hachina nyanga.
ID_COUUAA,Zvigaro zvekugarira zvisina kwekuzembera izvo zvakagadzirwa nemapuranga uye zvine zvigariro zvazvo zvipfumbu zvakagadzirwa nepurasitiki.
ID_CQDCXT,Mombe ine musoro une ruvara rwebhurawuni nepamuromo patema. Mombe iyi ine nyanga dzakaenda kumativi. Iri kuratidza kuti iri kutsenga nekuburitsa mazino akaenda padivi. Ine kahuswa pamuromo zvakare.
ID_CSUPIY,Nzvimbo ine maruva emhando dzakasiyana siyana ayo akaisirwa mavhu muzvipepa zvitema. Nzvimbo iyi ingangova inotengeswa maruva.
ID_CTDWOV,Motokari hombe yerori regonyeti. Yakatakura mabhero ekotoni mukati. Motokari dzinoshandiswa kutakura zvinorema uye zvinhu zvizhinji zvakadai semabhero iwaya kubva kuminda kuenda kunzvimbo dzekunotengesera donje.
ID_CUDWBK,Munhukadzi akachena. Akapfeka hembe ine ruvara ruchena runotsvedzerera. Muhuro make akapfeka mhete. Musoro wakagadzirwa zvinonwisa mvura. Mumaoko mune mhete. Muzvigunwe mune mhetewo zvakare.
ID_CUHHNH,Awa na kati ya ndako esika ba bongisi yango bien mpona koyamba ba paya mpona kofanda ya mosalo esika ya kopema.
ID_CUNQQV,chipuka chakamhara pamusoro pematombo chinoratidza kunge gvavava rine makumbo mana okufambisa nemuswe wakareba uye rine musoro wakandotsvukuruka nemuviri uri muruvara rwakasvibiruka nemuswe wakatsvukuruka zvakafanana nemusoro rinoratidza kuti riri kudziya mushana riri pamusoro pemusoro.Matombo akakombwa nebundo rakasvibira.
ID_CUPYSP,Na esika oyo nazomona ba nkumu bazo signe na ba buku ya leta pe tomoni eza bato misato mibali mibale na ndeko mwasi moko.
ID_CURVSX,Na elili oyo nazomona esika bazolakisa biso motu asimbi ndambo ya bileyi ba bengi chou.
ID_CUSTOO,Mhete idzi dzakasiyana siyana uye nengetani dzekuisa muhuro. Nze dzegoridhe. Dzimwe dzidiki dzimwe dzihombe. Dzimwe dzine mavara akasiyana. Dzakaiswa patafura yebhureki. Dzakawanda.
ID_CUXBJJ,"Ruoko rwemunhu rakapfeka bhuresireti nechuma dzine ruvara rwesirivha, rwepepoo nerwebhuruu. Pane maruva ari kuonekwa esimbi ane ruvara rwebhuruu nerwesirivha. Pazasi pane mucheka wari kubudikira une mitsetse yeruvara rwakachena nezvitema."
ID_CVLFSK,Eya na moni eza sapato ya bana mibali.
ID_CWTEDX,Foto elakisi biso mwa zamba zamba oyo eza zamba moko ya monene mpenza pe na kati ya zamba oyo na moni mwa mwasi avandi na ye emonani aza koluka ba mwa biteni ya nzete po akende kolamba ba mwa bileyi na ye.
ID_CXBMDD,Tambo iri kuonekwa yemagetsi yakagadzikwa pasi pamatiles ari kukwakwamuka ane ruvara rutsvuku neruvara rwebhurawuni nemitsetse. Nechekumberi tambo yakabatanidzwa nemudziwo une ruvara ruchena.
ID_CXDLKZ,Awa nazomona polisier na ye awa alati elamba na ye ya mosala na ekotini ya mosala na moni pe ba polisier mosusu bazo kende baza ebele.
ID_CXIQEJ,Shangu inopfekwa kurutivi rwekurudyi yakagadzikwa pasi. Ine ruvara rutsvuku uye imhando yematenesi. Kumberi kwayo kuchena. Payakagadzikwa pane mavara matema nepamwe pane madodzi. Uyewo shangu yakadai inopfekwa vanhu vachiita zvemutambo kana kuti kuchitonhora. Yakanakira kuti hainetsi kufamba nayo sezvo ine chitsitsinho chipfupi.
ID_CYCTUN,Varume vari munhandare yebhora vari kuratidza kuti vari pamutambo wavo webhora uye bhora rakatsvetwa pasi pachiratidza kuti pane mumwe ari kurikava vamwe vari kuzama kurivharira kuti risandopinda mugedhi mavo. Vose vakapfeka zvikabudura.
ID_DAOMCB,Komichi yerudzi ruchena ine mubato. Mune derere riri mumvura riri mukati mekomichi iyi. Sipunu yakabatwa ikabudisa rimwe derere shoma. Mvura yederere inoshandiswa navamwe pakumwa uye derere rinobikwa rodyisa sadza.
ID_DAXLAS,Kasi na liboso na nga nazomona eza mwasi mama ya mwasi alati ba materiele moko on dirait ba bengaka tablier kasi ye mama yango alati tablier eza na langi ya bozinga asimbi mashine moko oyo ya mashine ya soudure.
ID_DCUADZ,Shangu dzechidzimai dzinonzi mapamudzi. Dzine zvitema uye dzine mukati muchena. Dzakanyorwa nezvichena mukati.
ID_DCXYVX,Foto namoni liboso na nga eza foto ya oyo ba bengaka na monoko ya poto logo logo wana eza batu ba komi chitecture ebatima adrese telefonique awa ba batu ba salaka awa ba tongaka ba ndako nde namoni yango liboso na nga awa.
ID_DDGBXH,Motikari nhatu dzakamiswa pamberi pechivakwa uyezve dzakaiswa mukati memumvuri une denga rine ruvara rwebhuruu uyezve chivakwa chiripo chine ruvara rwemeruni nezvitinha uye rine ruvara rwekirimu.
ID_DDOTPI,Bato mibale bavandi na kati ya ndako mwasi na mobali baza na katikati ya mafuta ya komipakola malasi mafuta ya nzoto na mafuta ya motu nyonso ya komipakola biloko ya nzoto.
ID_DECRKT,Varume navakadzi vakamira. Vatatu vakachonjomara pasi. Vose vakapfeka zvakafanana. Vakapfeka zvichena kumusoro nemasiketi ejira rine mavara akasiyana anoti bhuruu namatsvuku. Varume vakaisa machira muhuro.
ID_DFEGFZ,"Nzvimbo inoratidzika kuti mudhorobha. Parutivi pane misika umo muna vanhu vakawanda vari kuita mabasa avo okutengesa. Panewo munhurume mumwe chete ari pachingoro chake, hameno zvaari kubata bata mumabhokisi ake."
ID_DFKJAI,Ivhu rine makomba akacherwa. Makomba acho haana kunyanya kudzama. Akacherwa achiitwa tumitsetse. Makomba aya anogona kushandiswa kusimiwa zvirimwa.
ID_DFSMMS,Liboso na biso tomoni awa baolakisa biso eza maneke ba latisi ye ba liputa baolakisa motindo nini liputa oyo ba tongaki yango.
ID_DGRVJT,Shangu dzine ruvara rwebhuruu dzakagadzirwa nejira rejini. Dzine hiri yegireyi. Dzinopfekwa nevanhukadzi kana vanhurume. Dzakagadzikwa pamusoro pemataira ekirimu.
ID_DHVQIV,Nzvimbo iri muguta reHarare iyo ine migwagwa yakawanda mikuru ine dzimotokari dziri kufamba. Munewo vanhu vakawanda vamwe vakagara vamwewo vari kufamba vachienda kwakatsaukana.
ID_DMJNOW,Shangu dzechikadzi mbiri dzakaita gogo. Dzigere panzvimbo ine mataira machena. Imwe yacho yakagara pamusoro peimwe. Dzine mabhandi akasiyana akatenderedza shangu.
ID_DNCKDJ,Liboso na ngai awa na moni mwana moko ya mobali atelemi amemi mwa eloko ya libende nsima na ye na moni ba biloko moko ya salete salete na temwa ndako oyo ya kala.
ID_DNJYJQ,Ba soda ba telemi ba lati elamba na bango ya kitoko mpenza elamba ya kisoda ba lati pe ba sapatu ya moindo ba lati pe ba mikaba ezali na langi ya chokola pe na ekoti ezali na langi ya motane ba mosusu baza na ekoti ya langi ya pondu mosusu moko azali na langi ya pondu. na ekoti ya langi ya moyindo.
ID_DNOWAN,Awa tozali komona baza kolakisa biso elamba moko ezali monene ezali lokola kitenge moko ya monene kasi ezali kitoko eza na balange ya bululu na mai ya pondu tozali komona ezali kitoko.
ID_DPCENG,Musoro womunhu muduku. Mune vhudzi rakatsvukuruka iro rakati nyangarara. Mumativi makagerwa kusiya vhudzi rose rapera uyewo ganda richionekera.
ID_DPORVV,Na foto oyo nali komona ba lakisi nga eza sani ya pembe ba tie yango likolo ya mesa. Sani oyo na moni mbisi na moni fufu pe na moni pondu na moni na pili pili.
ID_DQKDOH,Motokari inotakura zvinhu zvinorema. Pane mavhiri ari kuoneka akakura ane ruvara rutema. Motokari yacho ine ruvara ruchena ruri kubudira kumberi. Musoro wacho hausi kunyatsa kuoneka.
